"divipola","departamento","municipio","vigencia","femenino","masculino","no binario","género no responde","primera infancia 0 a 5 años","infancia 6 a 11 años","adolescencia 12 a 17 años","juventud 18 a 29 años","adultez 29 a 59 años","personas mayores 60 o más años","negros, afrocolombianos, raizales y palenqueros","indígenas","rrom","urbano","rural","LGBTIQ+","personas con discapacidad","personas defensoras de derechos humanos y liderazgo social","personas campesinas","persona en proceso de reincorporacion","víctimas","total personas de atendidas","Centroide del municipio"
"13810","Bolívar","Tiquisio","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.26338 8.557966)"
"15580","Boyacá","Quípama","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.177729 5.51837)"
"15480","Boyacá","Muzo","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.10269 5.532758)"
"73152","Tolima","Casabianca","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.120966 5.078465)"
"19256","Cauca","El Tambo","2,025","393","404","0","0","51","364","356","11","10","5","3","9","0","0","0","0","3","0","695","0","0","797","POINT (-76.810911 2.451409)"
"86885","Putumayo","Villagarzón","2,025","558","526","0","0","39","651","369","14","10","1","9","331","0","0","0","0","12","0","365","0","0","1,084","POINT (-76.61721 1.028821)"
"63594","Quindío","Quimbaya","2,025","453","407","0","0","22","702","131","0","5","0","97","3","0","0","0","0","18","0","5","0","0","860","POINT (-75.765074 4.624387)"
"85440","Casanare","Villanueva","2,025","303","495","0","0","1","551","213","17","16","0","0","0","0","0","0","0","0","0","21","0","0","798","POINT (-72.927446 4.610006)"
"68502","Santander","Onzaga","2,024","14","2","0","0","0","0","1","3","11","1","0","0","0","0","0","0","0","0","0","0","0","16","POINT (-72.816766 6.344104)"
"47161","Magdalena","Cerro de San Antonio","2,024","154","154","0","0","0","54","236","12","6","0","0","0","0","0","0","0","0","0","0","0","0","308","POINT (-74.868481 10.325621)"
"23580","Córdoba","Puerto Libertador","2,024","514","476","0","0","0","204","772","9","5","0","0","1","0","0","0","0","0","0","0","0","0","990","POINT (-75.671761 7.888859)"
"18479","Caquetá","Morelia","2,023","7","9","0","0","0","3","2","7","2","2","0","0","0","0","0","0","0","0","0","0","0","16","POINT (-75.724581 1.487623)"
"27250","Chocó","El Litoral del San Juan","2,023","73","119","0","0","148","0","0","0","8","36","5","186","0","0","0","0","0","0","0","0","0","192","POINT (-77.35989 4.256823)"
"54810","Norte de Santander","Tibú","2,023","89","88","0","0","0","124","42","7","4","0","0","1","0","0","0","0","3","0","0","0","0","177","POINT (-72.734496 8.639891)"
"52696","Nariño","Santa Bárbara","2,026","112","84","0","0","0","15","152","29","0","0","193","3","0","0","0","0","1","0","194","0","0","196","POINT (-77.979916 2.449653)"
"15097","Boyacá","Boavita","2,023","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-72.584905 6.330703)"
"15580","Boyacá","Quípama","2,025","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-74.177729 5.51837)"
"13810","Bolívar","Tiquisio","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.26338 8.557966)"
"25799","Cundinamarca","Tenjo","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.14392 4.871887)"
"52573","Nariño","Puerres","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-77.504211 0.885125)"
"68468","Santander","Molagavita","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.809177 6.674326)"
"25438","Cundinamarca","Medina","2,024","5","7","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","12","POINT (-73.348449 4.506298)"
"25899","Cundinamarca","Zipaquirá","2,024","12","7","0","0","0","0","0","16","3","0","0","1","0","0","0","0","0","0","0","0","0","19","POINT (-73.994434 5.02544)"
"05656","Antioquia","San Jerónimo","2,024","207","205","0","0","2","238","168","2","2","0","0","0","0","0","0","0","3","0","0","0","0","412","POINT (-75.726975 6.44809)"
"05250","Antioquia","El Bagre","2,023","5","6","0","0","0","0","0","11","0","0","3","0","0","0","0","0","0","0","0","0","0","11","POINT (-74.799097 7.5975)"
"15646","Boyacá","Samacá","2,023","99","87","0","0","0","0","184","2","0","0","0","0","0","0","0","0","0","0","0","0","0","186","POINT (-73.485589 5.492161)"
"52390","Nariño","La Tola","2,023","21","12","0","0","0","0","5","6","17","5","19","1","0","0","0","0","0","0","0","0","0","33","POINT (-78.189821 2.399689)"
"54261","Norte de Santander","El Zulia","2,023","2","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-72.604805 7.938529)"
"25214","Cundinamarca","Cota","2,024","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-74.102694 4.812817)"
"76845","Valle del Cauca","Ulloa","2,023","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-75.737748 4.702514)"
"73270","Tolima","Falan","2,023","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-74.953007 5.123104)"
"15368","Boyacá","Jericó","2,026","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-72.57073 6.145902)"
"15681","Boyacá","San Pablo de Borbur","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.069963 5.650743)"
"68266","Santander","Enciso","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.699647 6.668034)"
"73352","Tolima","Icononzo","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.531969 4.176487)"
"85430","Casanare","Trinidad","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-71.662812 5.412178)"
"86001","Putumayo","Mocoa","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.650271 1.152296)"
"25899","Cundinamarca","Zipaquirá","2,025","253","270","0","12","82","396","39","13","3","2","0","0","0","0","0","0","2","0","94","0","0","535","POINT (-73.994434 5.02544)"
"52001","Nariño","Pasto","2,025","603","709","0","10","14","1,031","204","13","48","12","21","10","0","0","0","0","10","0","2","0","0","1,322","POINT (-77.278597 1.212022)"
"68669","Santander","San Andrés","2,025","415","374","0","1","49","287","428","22","2","2","0","0","0","0","0","0","17","0","265","0","0","790","POINT (-72.848696 6.812318)"
"54553","Norte de Santander","Puerto Santander","2,025","4","2","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","2","0","0","6","POINT (-72.411363 8.359993)"
"68770","Santander","Suaita","2,025","220","258","0","0","68","303","96","5","6","0","0","4","0","0","0","0","4","0","460","0","0","478","POINT (-73.438416 6.103542)"
"08849","Atlántico","Usiacurí","2,025","11","2","0","0","0","0","1","0","11","1","0","3","0","0","0","0","0","0","2","0","0","13","POINT (-74.976985 10.74298)"
"68500","Santander","Oiba","2,024","4","1","0","1","0","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","6","POINT (-73.299786 6.265175)"
"47541","Magdalena","Pedraza","2,024","216","210","0","0","0","112","304","4","6","0","203","0","0","0","0","0","0","0","0","0","0","426","POINT (-74.915458 10.188206)"
"15189","Boyacá","Ciénega","2,024","135","142","0","0","0","215","62","0","0","0","0","0","0","0","0","0","3","0","0","0","0","277","POINT (-73.296049 5.408694)"
"20238","Cesar","El Copey","2,023","3","3","0","0","0","0","0","4","2","0","0","0","0","0","0","0","1","0","0","0","0","6","POINT (-73.962751 10.149626)"
"54250","Norte de Santander","El Tarra","2,023","6","5","0","0","0","0","1","7","3","0","0","0","0","0","0","0","0","0","0","0","0","11","POINT (-73.09614 8.574281)"
"50350","Meta","La Macarena","2,023","12","2","0","0","0","0","1","2","10","1","0","2","0","0","0","0","0","0","0","0","0","14","POINT (-73.78661 2.177143)"
"18001","Caquetá","Florencia","2,026","368","280","0","0","26","321","299","2","0","0","1","4","0","0","0","0","5","0","104","0","0","648","POINT (-75.609796 1.618234)"
"17616","Caldas","Risaralda","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.76722 5.164509)"
"52480","Nariño","Nariño","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-77.357972 1.288979)"
"05040","Antioquia","Anorí","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.148355 7.074703)"
"66318","Risaralda","Guática","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.799324 5.316251)"
"68861","Santander","Vélez","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.666299 6.010953)"
"15861","Boyacá","Ventaquemada","2,025","211","247","0","0","8","424","24","2","0","0","0","0","0","0","0","0","1","0","321","0","0","458","POINT (-73.522368 5.368739)"
"08849","Atlántico","Usiacurí","2,024","12","1","0","0","0","0","0","8","5","0","0","4","0","0","0","0","0","0","0","0","0","13","POINT (-74.976985 10.74298)"
"76869","Valle del Cauca","Vijes","2,024","3","4","0","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","7","POINT (-76.441804 3.698686)"
"08770","Atlántico","Suan","2,024","102","114","0","0","0","130","50","9","22","5","35","0","0","0","0","0","0","0","0","0","0","216","POINT (-74.881687 10.335432)"
"25126","Cundinamarca","Cajicá","2,024","6","10","0","1","0","0","0","8","9","0","0","0","0","0","0","1","0","0","0","0","0","17","POINT (-74.02298 4.920009)"
"63111","Quindío","Buenavista","2,023","2","4","0","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","6","POINT (-75.739693 4.360121)"
"63401","Quindío","La Tebaida","2,023","4","9","0","0","0","0","0","10","2","1","0","0","0","0","0","0","1","0","0","0","0","13","POINT (-75.786887 4.453755)"
"25805","Cundinamarca","Tibacuy","2,023","0","4","0","0","0","0","0","1","1","2","0","0","0","0","0","0","1","0","0","0","0","4","POINT (-74.452344 4.348315)"
"05051","Antioquia","Arboletes","2,026","177","180","0","0","6","169","177","5","0","0","94","0","0","0","0","0","0","0","149","0","0","357","POINT (-76.426708 8.849317)"
"70418","Sucre","Los Palmitos","2,026","256","326","0","0","19","438","124","0","1","0","0","0","0","0","0","0","1","0","25","0","0","582","POINT (-75.268716 9.380269)"
"54553","Norte de Santander","Puerto Santander","2,024","1","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-72.411363 8.359993)"
"15185","Boyacá","Chitaraque","2,023","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-73.4471 6.027425)"
"54239","Norte de Santander","Durania","2,023","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-72.658491 7.714804)"
"05237","Antioquia","Donmatías","2,023","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-75.39263 6.485603)"
"25328","Cundinamarca","Guayabal de Síquima","2,024","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","POINT (-74.467437 4.877968)"
"25594","Cundinamarca","Quetame","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.863214 4.329884)"
"94883","Guainía","San Felipe (Anm)","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-67.067848 1.912495)"
"15469","Boyacá","Moniquirá","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.573374 5.876331)"
"68077","Santander","Barbosa","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.616016 5.932699)"
"76377","Valle del Cauca","La Cumbre","2,025","213","222","0","0","21","213","180","11","10","0","2","0","0","0","0","0","10","0","135","0","0","435","POINT (-76.56805 3.649268)"
"13430","Bolívar","Magangué","2,025","606","635","0","0","0","405","825","8","3","0","0","4","0","0","0","0","6","0","398","0","0","1,241","POINT (-74.770175 9.26854)"
"52203","Nariño","Colón","2,025","4","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","4","POINT (-77.019777 1.643878)"
"13160","Bolívar","Cantagallo","2,024","109","85","0","0","0","81","87","14","12","0","5","0","0","0","0","0","4","0","0","0","0","194","POINT (-73.914626 7.378247)"
"23670","Córdoba","San Andrés de Sotavento","2,024","262","240","0","0","2","233","238","24","4","1","0","475","0","0","0","0","1","0","0","0","0","502","POINT (-75.508817 9.145345)"
"15681","Boyacá","San Pablo de Borbur","2,024","13","6","0","0","0","8","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0","19","POINT (-74.069963 5.650743)"
"19364","Cauca","Jambaló","2,023","113","88","0","0","0","19","172","5","3","2","0","193","0","0","0","0","0","0","0","0","0","201","POINT (-76.323877 2.777834)"
"41298","Huila","Garzón","2,023","42","29","0","0","0","32","20","15","4","0","0","1","0","0","0","0","0","0","0","0","0","71","POINT (-75.627694 2.196994)"
"15380","Boyacá","La Capilla","2,025","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-73.444347 5.095687)"
"68867","Santander","Vetas","2,023","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-72.871041 7.30981)"
"15660","Boyacá","San Eduardo","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.07713 5.223969)"
"15761","Boyacá","Somondoco","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.433393 4.985726)"
"20443","Cesar","Manaure Balcón del Cesar","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.02832 10.390899)"
"25898","Cundinamarca","Zipacón","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.379566 4.759932)"
"52786","Nariño","Taminango","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-77.2808 1.570358)"
"54051","Norte de Santander","Arboledas","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.798952 7.642985)"
"70820","Sucre","Santiago de Tolú","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.581284 9.525454)"
"47541","Magdalena","Pedraza","2,025","231","248","0","0","23","125","323","8","0","0","360","0","0","0","0","0","0","0","240","0","0","479","POINT (-74.915458 10.188206)"
"15189","Boyacá","Ciénega","2,025","303","307","0","0","57","330","220","2","1","0","0","0","0","0","0","0","3","0","283","0","0","610","POINT (-73.296049 5.408694)"
"63212","Quindío","Córdoba","2,023","5","2","0","0","0","0","0","2","4","1","2","0","0","0","0","0","0","0","0","0","0","7","POINT (-75.687866 4.392485)"
"41770","Huila","Suaza","2,023","5","3","0","0","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","8","POINT (-75.79525 1.976051)"
"85225","Casanare","Nunchía","2,023","7","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","8","POINT (-72.195319 5.636469)"
"50150","Meta","Castilla la Nueva","2,023","7","4","0","0","0","1","0","2","8","0","1","0","0","0","0","0","0","0","0","0","0","11","POINT (-73.687237 3.826992)"
"23464","Córdoba","Momil","2,023","32","23","0","0","0","1","0","47","4","3","2","38","0","0","0","0","0","0","0","0","0","55","POINT (-75.67796 9.240707)"
"73349","Tolima","Honda","2,023","2","2","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","4","POINT (-74.741367 5.201633)"
"41483","Huila","Nátaga","2,026","104","125","0","0","0","203","26","0","0","0","0","0","0","0","0","0","1","0","126","0","0","229","POINT (-75.808756 2.5451)"
"70708","Sucre","San Marcos","2,026","147","153","0","0","0","190","108","2","0","0","0","300","0","0","0","0","0","0","300","0","0","300","POINT (-75.132078 8.664585)"
"25326","Cundinamarca","Guatavita","2,025","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-73.832893 4.934214)"
"05353","Antioquia","Hispania","2,024","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-75.906587 5.799461)"
"19760","Cauca","Sotará Paispamba","2,026","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","POINT (-76.613365 2.253156)"
"15380","Boyacá","La Capilla","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.444347 5.095687)"
"76377","Valle del Cauca","La Cumbre","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.56805 3.649268)"
"68377","Santander","La Belleza","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.965494 5.85925)"
"13620","Bolívar","San Cristóbal","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.065076 10.392836)"
